latitude,longitude,address
0.0,0.0,76 BEDOK NTH RD
0.0,0.0,501 BEDOK NTH ST 3
0.0,0.0,502 BEDOK NTH ST 3
0.0,0.0,503 BEDOK NTH ST 3
0.0,0.0,504 BEDOK NTH ST 3
1.321258,103.933219,2 BEDOK STH AVE 1
1.326078,103.923099,20 CHAI CHEE RD
1.325945,103.922185,21 CHAI CHEE RD
1.324881,103.920247,59 CHAI CHEE RD
1.32588,103.919339,58 CHAI CHEE DR
1.326723,103.91906,55 CHAI CHEE DR
1.322825,103.932801,22 BEDOK STH AVE 1
0.0,0.0,105 BEDOK NTH AVE 4
0.0,0.0,104 BEDOK NTH AVE 4
0.0,0.0,107 BEDOK NTH RD
0.0,0.0,110 BEDOK NTH RD
1.319367,103.943725,69 BEDOK STH AVE 3
1.32281,103.939051,33 BEDOK STH AVE 2
1.321474,103.942844,46 BEDOK STH AVE 3
0.0,0.0,117 BEDOK NTH RD
0.0,0.0,116 BEDOK NTH RD
0.0,0.0,115 BEDOK NTH RD
0.0,0.0,125 BEDOK NTH RD
0.0,0.0,124 BEDOK NTH RD
0.0,0.0,128 BEDOK NTH ST 2
0.0,0.0,129 BEDOK NTH ST 2
0.0,0.0,138 BEDOK NTH ST 2
0.0,0.0,87 BEDOK NTH ST 4
0.0,0.0,100 BEDOK NTH AVE 4
0.0,0.0,412 BEDOK NTH AVE 2
0.0,0.0,402 BEDOK NTH AVE 3
0.0,0.0,401 BEDOK NTH AVE 3
0.0,0.0,425 BEDOK NTH RD
0.0,0.0,416 BEDOK NTH AVE 2
0.0,0.0,418 BEDOK NTH AVE 2
0.0,0.0,424 BEDOK NTH AVE 1
0.0,0.0,419 BEDOK NTH ST 1
0.0,0.0,136 BEDOK NTH AVE 3
0.0,0.0,529 BEDOK NTH ST 3
0.0,0.0,510 BEDOK NTH ST 3
0.0,0.0,525 BEDOK NTH ST 3
0.0,0.0,202 BEDOK NTH ST 1
0.0,0.0,218 BEDOK NTH ST 1
0.0,0.0,213 BEDOK NTH ST 1
0.0,0.0,532 BEDOK NTH ST 3
0.0,0.0,533 BEDOK NTH ST 3
0.0,0.0,536 BEDOK NTH ST 3
0.0,0.0,537 BEDOK NTH ST 3
1.329001,103.925724,44 CHAI CHEE ST
0.0,0.0,540 BEDOK NTH ST 3
1.337188,103.918907,702 BEDOK RESERVOIR RD
1.332359,103.915992,615 BEDOK RESERVOIR RD
1.335938,103.922514,712 BEDOK RESERVOIR RD
1.329187,103.922567,50 CHAI CHEE ST
1.329391,103.921054,54 CHAI CHEE ST
1.331288,103.913806,606 BEDOK RESERVOIR RD
1.331519,103.914756,616 BEDOK RESERVOIR RD
1.320905,103.935701,15 BEDOK STH RD
1.322037,103.938331,34 BEDOK STH AVE 2
1.32161,103.938402,36 BEDOK STH AVE 2
1.322312,103.939773,35 BEDOK STH AVE 2
1.321029,103.940748,41 BEDOK STH RD
1.321467,103.940772,42 BEDOK STH RD
0.0,0.0,53 NEW UPP CHANGI RD
0.0,0.0,51 NEW UPP CHANGI RD
1.322828,103.936167,8 BEDOK STH AVE 2
1.336889,103.925283,718 BEDOK RESERVOIR RD
1.337127,103.928415,724 BEDOK RESERVOIR RD
1.320031,103.945188,166 BEDOK STH AVE 3
1.320409,103.942703,71 BEDOK STH RD
0.0,0.0,82 BEDOK NTH RD
0.0,0.0,78 BEDOK NTH RD
0.0,0.0,79 BEDOK NTH RD
0.0,0.0,80 BEDOK NTH RD
0.0,0.0,134 BEDOK NTH ST 2
0.0,0.0,126 BEDOK NTH ST 2
0.0,0.0,130 BEDOK NTH ST 2
0.0,0.0,132 BEDOK NTH ST 2
0.0,0.0,131 BEDOK NTH AVE 3
0.0,0.0,133 BEDOK NTH AVE 3
0.0,0.0,121 BEDOK NTH RD
0.0,0.0,89 BEDOK NTH ST 4
0.0,0.0,62 NEW UPP CHANGI RD
0.0,0.0,422 BEDOK NTH RD
0.0,0.0,427 BEDOK NTH RD
0.0,0.0,507 BEDOK NTH AVE 3
0.0,0.0,508 BEDOK NTH AVE 3
0.0,0.0,517 BEDOK NTH AVE 2
0.0,0.0,95 BEDOK NTH AVE 4
0.0,0.0,93 BEDOK NTH AVE 4
1.328261,103.925433,43 CHAI CHEE ST
0.0,0.0,404 BEDOK NTH AVE 3
0.0,0.0,403 BEDOK NTH AVE 3
0.0,0.0,543 BEDOK NTH ST 3
0.0,0.0,547 BEDOK NTH ST 3
0.0,0.0,708 BEDOK NTH RD
0.0,0.0,707 BEDOK NTH RD
1.334054,103.916856,622 BEDOK RESERVOIR RD
1.336623,103.922419,713 BEDOK RESERVOIR RD
1.331663,103.912297,609 BEDOK RESERVOIR RD
1.32514,103.920697,61 CHAI CHEE RD
1.32588,103.919339,56 CHAI CHEE DR
1.320304,103.946092,165 BEDOK STH RD
0.0,0.0,505 BEDOK NTH AVE 3
0.0,0.0,417 BEDOK NTH AVE 2
1.335549,103.923801,710 BEDOK RESERVOIR RD
1.332041,103.917299,613 BEDOK RESERVOIR RD
1.329392,103.911744,602 BEDOK RESERVOIR RD
1.329933,103.912322,603 BEDOK RESERVOIR RD
1.330344,103.913752,605 BEDOK RESERVOIR RD
1.329677,103.910356,112 BEDOK RESERVOIR RD
1.328028,103.922204,1 CHAI CHEE RD
1.336684,103.928352,722 BEDOK RESERVOIR RD
0.0,0.0,54 NEW UPP CHANGI RD
1.320359,103.943661,72 BEDOK STH AVE 3
1.323005,103.93818,31 BEDOK STH AVE 2
0.0,0.0,111 BEDOK NTH RD
0.0,0.0,120 BEDOK NTH ST 2
0.0,0.0,118 BEDOK NTH ST 2
0.0,0.0,96 BEDOK NTH AVE 4
0.0,0.0,137 BEDOK NTH AVE 3
0.0,0.0,139 BEDOK NTH AVE 3
1.337813,103.924847,716 BEDOK RESERVOIR RD
1.337532,103.928733,725 BEDOK RESERVOIR RD
1.357773,103.839223,22 SIN MING RD
1.355499,103.836515,24 SIN MING RD
1.350966,103.8378,309 SHUNFU RD
1.350142,103.838101,304 SHUNFU RD
1.350501,103.837546,308 SHUNFU RD
1.350842,103.838786,310 SHUNFU RD
0.0,0.0,160 BT BATOK ST 11
0.0,0.0,161 BT BATOK ST 11
0.0,0.0,164 BT BATOK ST 11
0.0,0.0,177 BT BATOK WEST AVE 8
0.0,0.0,130 BT BATOK WEST AVE 6
0.0,0.0,127 BT BATOK WEST AVE 6
0.0,0.0,205 BT BATOK ST 21
0.0,0.0,248 BT BATOK EAST AVE 5
0.0,0.0,258 BT BATOK EAST AVE 4
0.0,0.0,4 HILLVIEW AVE
0.0,0.0,6 HILLVIEW AVE
0.0,0.0,2 HILLVIEW AVE
0.0,0.0,146 BT BATOK WEST AVE 6
0.0,0.0,138 BT BATOK WEST AVE 6
0.0,0.0,134 BT BATOK WEST AVE 6
0.0,0.0,143 BT BATOK ST 11
0.0,0.0,145 BT BATOK ST 11
0.0,0.0,182 BT BATOK WEST AVE 8
0.0,0.0,180 BT BATOK WEST AVE 8
0.0,0.0,228 BT BATOK CTRL
0.0,0.0,227 BT BATOK CTRL
0.0,0.0,219 BT BATOK ST 21
0.0,0.0,244 BT BATOK EAST AVE 5
0.0,0.0,116 BT BATOK WEST AVE 6
0.0,0.0,113 BT BATOK WEST AVE 6
0.0,0.0,163 BT BATOK ST 11
0.0,0.0,169 BT BATOK WEST AVE 8
0.0,0.0,165 BT BATOK WEST AVE 8
0.0,0.0,129 BT BATOK WEST AVE 6
0.0,0.0,204 BT BATOK ST 21
0.0,0.0,209 BT BATOK ST 21
0.0,0.0,135 BT BATOK WEST AVE 6
0.0,0.0,184 BT BATOK WEST AVE 8
0.0,0.0,225 BT BATOK CTRL
0.0,0.0,123 BT BATOK CTRL
0.0,0.0,307 BT BATOK ST 31
0.0,0.0,216 BT BATOK ST 21
0.0,0.0,115 BT BATOK WEST AVE 6
0.0,0.0,117 BT BATOK WEST AVE 6
0.0,0.0,111 BT BATOK WEST AVE 6
0.0,0.0,103 BT BATOK CTRL
0.0,0.0,223 BT BATOK EAST AVE 3
0.0,0.0,221 BT BATOK EAST AVE 3
0.0,0.0,214 BT BATOK ST 21
0.0,0.0,120 BT BATOK CTRL
0.0,0.0,121 BT BATOK CTRL
0.0,0.0,142 BT BATOK ST 11
0.0,0.0,140 BT BATOK ST 11
0.0,0.0,141 BT BATOK ST 11
1.287679,103.83225,33 TAMAN HO SWEE
1.278341,103.819375,7 TELOK BLANGAH CRES
1.289058,103.827519,40 BEO CRES
1.271743,103.811187,44 TELOK BLANGAH DR
1.271518,103.809825,46 TELOK BLANGAH DR
0.0,0.0,103 DEPOT RD
1.281453,103.808789,110 DEPOT RD
1.27092,103.822772,42 TELOK BLANGAH RISE
0.0,0.0,132 JLN BT MERAH
0.0,0.0,133 JLN BT MERAH
0.0,0.0,96 HENDERSON RD
1.291202,103.826684,77 INDUS RD
1.291278,103.827462,78 INDUS RD
0.0,0.0,128 BT MERAH VIEW
0.0,0.0,130 BT MERAH VIEW
0.0,0.0,119 BT MERAH VIEW
0.0,0.0,114 BT MERAH VIEW
1.278667,103.81924,5 TELOK BLANGAH CRES
0.0,0.0,105 HENDERSON CRES
1.27726,103.819822,12 TELOK BLANGAH CRES
1.277794,103.819325,8 TELOK BLANGAH CRES
1.277885,103.822553,18 TELOK BLANGAH CRES
1.278048,103.821503,16 TELOK BLANGAH CRES
1.278169,103.820478,13 TELOK BLANGAH CRES
0.0,0.0,2 JLN BT MERAH
0.0,0.0,1 JLN BT MERAH
0.0,0.0,108 JLN BT MERAH
0.0,0.0,102 BT PURMEI RD
0.0,0.0,106 BT PURMEI RD
1.276713,103.811299,62 TELOK BLANGAH HTS
1.276713,103.811299,63 TELOK BLANGAH HTS
1.276085,103.8122,60 TELOK BLANGAH HTS
1.273971,103.812276,55 TELOK BLANGAH DR
1.274914,103.808631,75 TELOK BLANGAH DR
0.0,0.0,141 JLN BT MERAH
1.276993,103.839069,7 EVERTON PK
1.277189,103.838724,3 EVERTON PK
0.0,0.0,146 JLN BT MERAH
0.0,0.0,18 KG BAHRU HILL
0.0,0.0,20 REDHILL CL
0.0,0.0,13 REDHILL CL
0.0,0.0,19 REDHILL CL
0.0,0.0,28 JLN BT MERAH
1.286947,103.810207,28 HOY FATT RD
0.0,0.0,29 HAVELOCK RD
1.287679,103.83225,18 TAMAN HO SWEE
0.0,102.402123,30 JLN KLINIK
0.0,102.402123,26 JLN KLINIK
0.0,102.402123,28 JLN KLINIK
0.0,0.0,22 HAVELOCK RD
1.289189,103.809199,37 JLN RUMAH TINGGI
1.288303,103.82718,36 BEO CRES
0.0,0.0,6 JLN BT HO SWEE
1.284558,103.831942,41 KIM CHENG ST
1.283358,103.829966,47 MOH GUAN TER
1.278582,103.816691,34 TELOK BLANGAH WAY
1.281169,103.828885,129 KIM TIAN RD
0.0,0.0,120 BT MERAH VIEW
1.285048,103.821822,111 BT MERAH VIEW
0.0,0.0,109 JLN BT MERAH
0.0,0.0,104 BT PURMEI RD
0.0,0.0,110 BT PURMEI RD
0.0,0.0,114 BT PURMEI RD
0.0,0.0,113 BT PURMEI RD
1.27464,103.812629,57 TELOK BLANGAH HTS
1.273594,103.812042,54 TELOK BLANGAH DR
1.276713,103.811299,69 TELOK BLANGAH HTS
1.273513,103.809703,51 TELOK BLANGAH DR
0.0,0.0,101 HENDERSON CRES
0.0,0.0,103 HENDERSON CRES
0.0,0.0,140 JLN BT MERAH
1.276903,103.840079,4 EVERTON PK
1.28348,103.827092,7 KIM TIAN PL
0.0,0.0,115 BT PURMEI RD
1.272379,103.810664,48 TELOK BLANGAH DR
1.275739,103.809272,73 TELOK BLANGAH HTS
1.276101,103.809651,72 TELOK BLANGAH HTS
1.274144,103.809722,66 TELOK BLANGAH DR
1.31654,103.805536,8 EMPRESS RD
0.0,0.0,4 QUEEN'S RD
1.317331,103.808055,6 FARRER RD
1.287359,103.8394,8 JLN KUKOH
1.282252,103.838513,22 OUTRAM PK
0.0,0.0,12 SHORT ST
0.0,0.0,13 SHORT ST
1.303133,103.850627,8 SELEGIE RD
0.0,0.0,538 UPP CROSS ST
0.0,0.0,264 WATERLOO ST
0.0,0.0,271 QUEEN ST
1.30612,103.851181,664 BUFFALO RD
0.0,0.0,34 UPP CROSS ST
0.0,0.0,640 ROWELL RD
1.305285,103.851433,2 ROCHOR RD
1.303046,103.850944,9 SELEGIE RD
1.303664,103.850553,10 SELEGIE RD
0.0,0.0,232 BAIN ST
1.30564,103.850772,663 BUFFALO RD
1.306147,103.85003,662 BUFFALO RD
1.282385,103.84345,335B SMITH ST
0.0,0.0,639 ROWELL RD
1.306073,103.854496,632 VEERASAMY RD
1.305826,103.855266,633 VEERASAMY RD
1.307806,103.856532,642 ROWELL RD
1.382507,103.751713,1 TECK WHYE AVE
1.382065,103.752529,4 TECK WHYE AVE
1.380922,103.754726,10 TECK WHYE AVE
1.378531,103.755009,16 TECK WHYE LANE
1.377354,103.755501,26 TECK WHYE LANE
1.378931,103.755831,13 TECK WHYE LANE
1.314844,103.763604,440 CLEMENTI AVE 3
1.311151,103.760987,509 WEST COAST DR
1.312756,103.769002,363 CLEMENTI AVE 2
1.312285,103.770002,365 CLEMENTI AVE 2
1.311972,103.763813,427 CLEMENTI AVE 3
1.31513,103.768435,334 CLEMENTI AVE 2
1.313084,103.767401,329 CLEMENTI AVE 2
1.317388,103.768424,323 CLEMENTI AVE 5
1.317388,103.768424,322 CLEMENTI AVE 5
1.317388,103.768424,326 CLEMENTI AVE 5
1.317453,103.765991,314 CLEMENTI AVE 4
1.317453,103.765991,313 CLEMENTI AVE 4
1.318854,103.76414,312 CLEMENTI AVE 4
1.314014,103.771203,354 CLEMENTI AVE 2
1.314572,103.762583,435 CLEMENTI AVE 3
1.313986,103.761865,433 CLEMENTI AVE 3
1.312459,103.760989,506 WEST COAST DR
1.311669,103.761734,508 WEST COAST DR
1.309915,103.768243,401 CLEMENTI AVE 1
1.317046,103.765516,320 CLEMENTI AVE 4
1.320235,103.766081,310 CLEMENTI AVE 4
1.320912,103.766431,309 CLEMENTI AVE 4
1.321417,103.767152,307 CLEMENTI AVE 4
1.321982,103.766066,305 CLEMENTI AVE 4
1.321413,103.765957,306 CLEMENTI AVE 4
1.321354,103.764861,303 CLEMENTI AVE 4
1.316998,103.770162,346 CLEMENTI AVE 5
1.313516,103.763204,431 CLEMENTI AVE 3
1.319558,103.76933,339 CLEMENTI AVE 5
0.0,0.0,515 WEST COAST RD
0.0,0.0,520 WEST COAST RD
1.305021,103.766038,602 CLEMENTI WEST ST 1
1.304214,103.767914,607 CLEMENTI WEST ST 1
1.304331,103.766606,608 CLEMENTI WEST ST 1
1.30722,103.761206,702 WEST COAST RD
1.30663,103.760906,703 WEST COAST RD
1.306281,103.76081,704 WEST COAST RD
1.304835,103.761112,711 CLEMENTI WEST ST 2
1.305661,103.760723,705 CLEMENTI WEST ST 2
1.30419,103.762179,713 CLEMENTI WEST ST 2
1.304188,103.762839,731 CLEMENTI WEST ST 2
1.305335,103.763822,728 CLEMENTI WEST ST 2
1.3067,103.762525,706 CLEMENTI WEST ST 2
1.306525,103.761633,710 CLEMENTI WEST ST 2
1.304823,103.769052,610 CLEMENTI WEST ST 1
1.323661,103.770184,113 CLEMENTI ST 13
0.0,0.0,412 C'WEALTH AVE WEST
0.0,0.0,411 C'WEALTH AVE WEST
1.318447,103.765474,315 CLEMENTI AVE 4
1.319349,103.765147,311 CLEMENTI AVE 4
1.322163,103.764947,301 CLEMENTI AVE 4
1.304056,103.765534,609 CLEMENTI WEST ST 1
1.304999,103.763533,729 CLEMENTI WEST ST 2
1.306256,103.762455,707 CLEMENTI WEST ST 2
1.320255,103.768394,371 CLEMENTI AVE 4
1.324787,103.764285,205 CLEMENTI AVE 6
0.0,0.0,414 C'WEALTH AVE WEST
0.0,0.0,415 C'WEALTH AVE WEST
0.0,0.0,413 C'WEALTH AVE WEST
1.31667,103.769302,336 CLEMENTI AVE 2
1.316051,103.769186,337 CLEMENTI AVE 2
1.303201,103.76258,717 CLEMENTI WEST ST 2
1.303067,103.763454,723 CLEMENTI WEST ST 2
1.30359,103.763395,724 CLEMENTI WEST ST 2
1.322712,103.768905,103 CLEMENTI ST 14
1.324787,103.764285,204 CLEMENTI AVE 6
1.324787,103.764285,201 CLEMENTI AVE 6
1.322958,103.770599,110 CLEMENTI ST 13
1.323213,103.771086,111 CLEMENTI ST 13
1.323727,103.771246,115 CLEMENTI ST 13
1.324291,103.771832,116 CLEMENTI ST 13
1.326517,103.886618,63 CIRCUIT RD
1.326235,103.887114,62 CIRCUIT RD
1.332174,103.886285,81 MACPHERSON LANE
1.327678,103.8863,40 CIRCUIT RD
0.0,101.846459,1 JLN PASAR BARU
1.317242,103.898287,2 GEYLANG SERAI
1.323,103.904522,16 EUNOS CRES
1.323754,103.904436,18 EUNOS CRES
1.324295,103.903353,19 EUNOS CRES
1.323783,103.902343,24 EUNOS CRES
1.324665,103.903385,20 EUNOS CRES
1.325032,103.903184,21 EUNOS CRES
0.0,0.0,59 SIMS DR
1.317321,103.878454,45 SIMS DR
0.0,0.0,87 CIRCUIT RD
0.0,0.0,85 CIRCUIT RD
1.320855,103.8857,98 ALJUNIED CRES
1.316936,103.875584,41 SIMS DR
1.318459,103.887879,128 GEYLANG EAST AVE 1
1.307451,103.889657,58 DAKOTA CRES
1.320318,103.882331,102 ALJUNIED CRES
1.321371,103.884301,99 ALJUNIED CRES
1.31906,103.882929,106 ALJUNIED CRES
1.320411,103.885104,112 ALJUNIED CRES
1.319145,103.885325,108 ALJUNIED CRES
0.0,0.0,12 PINE CL
1.313654,103.895068,22 HAIG RD
0.0,0.0,65 CIRCUIT RD
0.0,0.0,34 CIRCUIT RD
1.330988,103.886502,23 BALAM RD
1.331217,103.886949,21 BALAM RD
1.30866,103.887139,93 JLN DUA
1.325716,103.887121,61 CIRCUIT RD
1.325859,103.887897,67 CIRCUIT RD
1.324706,103.886735,57 CIRCUIT RD
0.0,0.0,58 CIRCUIT RD
1.325759,103.885762,47 CIRCUIT RD
1.325416,103.885585,48 CIRCUIT RD
1.325118,103.885688,49 CIRCUIT RD
1.327431,103.885693,39 CIRCUIT RD
0.0,0.0,44 CIRCUIT RD
1.326123,103.886063,46 CIRCUIT RD
1.327976,103.886133,38 CIRCUIT RD
1.329092,103.886863,36 CIRCUIT RD
1.31792,103.887889,127 GEYLANG EAST AVE 1
1.321804,103.902773,9 EUNOS CRES
0.0,0.0,35 CIRCUIT RD
1.313176,103.897238,6 HAIG RD
1.320271,103.887383,123 GEYLANG EAST CTRL
1.313543,103.895497,23 HAIG RD
1.307551,103.888723,60 DAKOTA CRES
1.318176,103.896902,417 EUNOS RD 5
1.318698,103.899507,411 EUNOS RD 5
1.307858,103.888873,62 DAKOTA CRES
1.322699,103.903525,13 EUNOS CRES
1.363147,103.893189,2 HOUGANG AVE 3
1.364173,103.892983,1 HOUGANG AVE 3
1.367793,103.89496,304 HOUGANG AVE 5
1.368085,103.894795,303 HOUGANG AVE 5
1.359258,103.893166,17 HOUGANG AVE 3
1.359258,103.893166,20 HOUGANG AVE 3
1.364243,103.89149,21 HOUGANG AVE 3
1.365606,103.892054,24 HOUGANG AVE 3
1.359375,103.888795,115 HOUGANG AVE 1
1.35863,103.88927,124 HOUGANG AVE 1
1.359375,103.888795,125 HOUGANG AVE 1
1.353483,103.888514,113 HOUGANG AVE 1
1.353182,103.889023,114 HOUGANG AVE 1
1.35863,103.88927,109 HOUGANG AVE 1
1.354885,103.889667,110 HOUGANG AVE 1
1.365598,103.897043,319 HOUGANG AVE 5
1.365678,103.89622,318 HOUGANG AVE 5
1.366904,103.89573,308 HOUGANG AVE 5
1.368387,103.895939,327 HOUGANG AVE 5
1.355668,103.891006,244 HOUGANG ST 22
1.36028,103.892749,252 HOUGANG AVE 3
1.359495,103.892639,248 HOUGANG AVE 3
1.374014,103.894639,410 HOUGANG AVE 10
1.359258,103.893166,15 HOUGANG AVE 3
1.355668,103.891006,239 HOUGANG ST 22
0.0,0.0,142 LOR AH SOO
0.0,0.0,135 LOR AH SOO
0.0,0.0,137 LOR AH SOO
1.367381,103.896242,309 HOUGANG AVE 5
1.352242,103.880444,154 HOUGANG ST 11
1.370518,103.898474,341 HOUGANG AVE 7
1.372166,103.899052,352 HOUGANG AVE 7
1.36638,103.89617,310 HOUGANG AVE 5
1.366478,103.898335,320 HOUGANG AVE 5
1.359258,103.893166,251 HOUGANG AVE 3
1.370111,103.898457,339 HOUGANG AVE 7
1.368404,103.894177,302 HOUGANG AVE 5
0.0,0.0,138 LOR AH SOO
0.0,0.0,140 LOR AH SOO
1.358163,103.888675,234 HOUGANG AVE 1
1.3583,103.887952,231 HOUGANG ST 21
0.0,0.0,133 LOR AH SOO
1.346083,103.890865,16 HOUGANG AVE 3
1.35892,103.887777,237 HOUGANG ST 21
0.0,0.0,128 LOR AH SOO
0.0,0.0,132 LOR AH SOO
0.0,0.0,141 LOR AH SOO
1.321771,103.743526,3 TEBAN GDNS RD
1.321771,103.743526,5 TEBAN GDNS RD
1.321503,103.734071,10 TEBAN GDNS RD
1.323722,103.739459,21 TEBAN GDNS RD
1.320273,103.741863,33 TEBAN GDNS RD
1.321328,103.742056,40 TEBAN GDNS RD
1.350147,103.729889,329 JURONG EAST AVE 1
1.347086,103.734929,308 JURONG EAST ST 32
1.336909,103.739197,101 JURONG EAST ST 13
1.344655,103.733661,302 JURONG EAST ST 32
